233482
19549	24527	1	
19549	30669	1	
19549	11467	1	
19549	35665	1	
19549	38122	1	
19549	31359	1	
24527	30669	1	
24527	11467	1	
24527	35665	1	
24527	38122	1	
24527	31359	1	
30669	11467	1	
30669	35665	1	
30669	38122	1	
30669	31359	1	
11467	35665	1	
11467	38122	1	
11467	31359	1	
35665	38122	1	
35665	31359	1	
38122	31359	1	
19549	7021	0	
24430	19549	5	
24527	7021	0	
24430	24527	5	
30669	7021	0	
24430	30669	5	
11467	7021	0	
24430	11467	5	
35665	7021	0	
24430	35665	5	
38122	7021	0	
24430	38122	5	
31359	7021	0	
24430	31359	5	
24430	7021	2	
3646	3721	1	
3646	1617	1	
3646	2517	1	
3646	14900	1	
3646	36004	1	
3646	14690	1	
3646	26825	1	
3721	1617	1	
3721	2517	1	
3721	14900	1	
3721	36004	1	
3721	14690	1	
3721	26825	1	
1617	2517	1	
1617	14900	1	
1617	36004	1	
1617	14690	1	
1617	26825	1	
2517	14900	1	
2517	36004	1	
2517	14690	1	
2517	26825	1	
14900	36004	1	
14900	14690	1	
14900	26825	1	
36004	14690	1	
36004	26825	1	
14690	26825	1	
3646	5644	0	
3691	3646	5	
3721	5644	0	
3691	3721	5	
1617	5644	0	
3691	1617	5	
2517	5644	0	
3691	2517	5	
14900	5644	0	
3691	14900	5	
36004	5644	0	
3691	36004	5	
14690	5644	0	
3691	14690	5	
26825	5644	0	
3691	26825	5	
3691	5644	2	
1189	16764	1	
1189	22047	1	
16764	22047	1	
1189	5644	0	
5639	1189	5	
16764	5644	0	
5639	16764	5	
22047	5644	0	
5639	22047	5	
5639	5644	2	
36344	37243	1	
36344	22473	1	
36344	19487	1	
37243	22473	1	
37243	19487	1	
22473	19487	1	
36344	23965	0	
7872	36344	5	
37243	23965	0	
7872	37243	5	
22473	23965	0	
7872	22473	5	
19487	23965	0	
7872	19487	5	
7872	23965	2	
35247	39269	1	
35247	33432	1	
39269	33432	1	
35247	12969	0	
1082	35247	5	
39269	12969	0	
1082	39269	5	
33432	12969	0	
1082	33432	5	
1082	12969	2	
20010	17610	1	
20010	1548	1	
20010	7588	1	
20010	11657	1	
20010	36831	1	
20010	23110	1	
20010	32405	1	
17610	1548	1	
17610	7588	1	
17610	11657	1	
17610	36831	1	
17610	23110	1	
17610	32405	1	
1548	7588	1	
1548	11657	1	
1548	36831	1	
1548	23110	1	
1548	32405	1	
7588	11657	1	
7588	36831	1	
7588	23110	1	
7588	32405	1	
11657	36831	1	
11657	23110	1	
11657	32405	1	
36831	23110	1	
36831	32405	1	
23110	32405	1	
20010	19277	0	
22508	20010	5	
17610	19277	0	
22508	17610	5	
1548	19277	0	
22508	1548	5	
7588	19277	0	
22508	7588	5	
11657	19277	0	
22508	11657	5	
36831	19277	0	
22508	36831	5	
23110	19277	0	
22508	23110	5	
32405	19277	0	
22508	32405	5	
22508	19277	2	
40	20444	1	
40	27498	1	
40	10871	1	
40	20962	1	
20444	27498	1	
20444	10871	1	
20444	20962	1	
27498	10871	1	
27498	20962	1	
10871	20962	1	
40	36624	0	
25914	40	5	
20444	36624	0	
25914	20444	5	
27498	36624	0	
25914	27498	5	
10871	36624	0	
25914	10871	5	
20962	36624	0	
25914	20962	5	
25914	36624	2	
25683	18566	1	
25683	9715	1	
25683	12731	1	
25683	4873	1	
25683	14713	1	
18566	9715	1	
18566	12731	1	
18566	4873	1	
18566	14713	1	
9715	12731	1	
9715	4873	1	
9715	14713	1	
12731	4873	1	
12731	14713	1	
4873	14713	1	
25683	19058	0	
34987	25683	5	
18566	19058	0	
34987	18566	5	
9715	19058	0	
34987	9715	5	
12731	19058	0	
34987	12731	5	
4873	19058	0	
34987	4873	5	
14713	19058	0	
34987	14713	5	
34987	19058	2	
34200	33047	1	
34200	35813	1	
34200	3815	1	
33047	35813	1	
33047	3815	1	
35813	3815	1	
34200	23633	0	
31331	34200	5	
33047	23633	0	
31331	33047	5	
35813	23633	0	
31331	35813	5	
3815	23633	0	
31331	3815	5	
31331	23633	2	
12965	38739	1	
12965	16036	1	
12965	17823	1	
38739	16036	1	
38739	17823	1	
16036	17823	1	
12965	19058	0	
38600	12965	5	
38739	19058	0	
38600	38739	5	
16036	19058	0	
38600	16036	5	
17823	19058	0	
38600	17823	5	
38600	19058	2	
19480	26131	1	
19480	20445	1	
26131	20445	1	
19480	7021	0	
32698	19480	5	
26131	7021	0	
32698	26131	5	
20445	7021	0	
32698	20445	5	
32698	7021	2	
15687	24069	1	
15687	8716	1	
15687	3213	1	
24069	8716	1	
24069	3213	1	
8716	3213	1	
15687	29101	0	
36137	15687	5	
24069	29101	0	
36137	24069	5	
8716	29101	0	
36137	8716	5	
3213	29101	0	
36137	3213	5	
36137	29101	2	
693	19069	1	
693	22479	1	
693	7145	1	
693	11516	1	
693	26078	1	
19069	22479	1	
19069	7145	1	
19069	11516	1	
19069	26078	1	
22479	7145	1	
22479	11516	1	
22479	26078	1	
7145	11516	1	
7145	26078	1	
11516	26078	1	
693	19277	0	
18017	693	5	
19069	19277	0	
18017	19069	5	
22479	19277	0	
18017	22479	5	
7145	19277	0	
18017	7145	5	
11516	19277	0	
18017	11516	5	
26078	19277	0	
18017	26078	5	
18017	19277	2	
31748	26153	1	
31748	22644	1	
31748	8754	1	
26153	22644	1	
26153	8754	1	
22644	8754	1	
31748	5644	0	
8302	31748	5	
26153	5644	0	
8302	26153	5	
22644	5644	0	
8302	22644	5	
8754	5644	0	
8302	8754	5	
8302	5644	2	
947	10379	1	
947	113	1	
947	24572	1	
947	37745	1	
10379	113	1	
10379	24572	1	
10379	37745	1	
113	24572	1	
113	37745	1	
24572	37745	1	
947	19277	0	
4046	947	5	
10379	19277	0	
4046	10379	5	
113	19277	0	
4046	113	5	
24572	19277	0	
4046	24572	5	
37745	19277	0	
4046	37745	5	
4046	19277	2	
34608	32163	1	
34608	32576	1	
34608	14027	1	
32163	32576	1	
32163	14027	1	
32576	14027	1	
34608	5644	0	
13057	34608	5	
32163	5644	0	
13057	32163	5	
32576	5644	0	
13057	32576	5	
14027	5644	0	
13057	14027	5	
13057	5644	2	
15384	29243	1	
15384	33837	1	
15384	36807	1	
15384	37496	1	
29243	33837	1	
29243	36807	1	
29243	37496	1	
33837	36807	1	
33837	37496	1	
36807	37496	1	
15384	13438	0	
25252	15384	5	
29243	13438	0	
25252	29243	5	
33837	13438	0	
25252	33837	5	
36807	13438	0	
25252	36807	5	
37496	13438	0	
25252	37496	5	
25252	13438	2	
22663	21790	1	
22663	16195	1	
22663	35517	1	
21790	16195	1	
21790	35517	1	
16195	35517	1	
22663	13438	0	
30532	22663	5	
21790	13438	0	
30532	21790	5	
16195	13438	0	
30532	16195	5	
35517	13438	0	
30532	35517	5	
30532	13438	2	
11109	23714	1	
11109	14260	1	
11109	17605	1	
11109	20781	1	
11109	465	1	
11109	32963	1	
11109	190	1	
23714	14260	1	
23714	17605	1	
23714	20781	1	
23714	465	1	
23714	32963	1	
23714	190	1	
14260	17605	1	
14260	20781	1	
14260	465	1	
14260	32963	1	
14260	190	1	
17605	20781	1	
17605	465	1	
17605	32963	1	
17605	190	1	
20781	465	1	
20781	32963	1	
20781	190	1	
465	32963	1	
465	190	1	
32963	190	1	
11109	5644	0	
31745	11109	5	
23714	5644	0	
31745	23714	5	
14260	5644	0	
31745	14260	5	
17605	5644	0	
31745	17605	5	
20781	5644	0	
31745	20781	5	
465	5644	0	
31745	465	5	
32963	5644	0	
31745	32963	5	
190	5644	0	
31745	190	5	
31745	5644	2	
7509	38020	1	
7509	21750	1	
7509	5265	1	
7509	14547	1	
7509	13015	1	
38020	21750	1	
38020	5265	1	
38020	14547	1	
38020	13015	1	
21750	5265	1	
21750	14547	1	
21750	13015	1	
5265	14547	1	
5265	13015	1	
14547	13015	1	
7509	6471	0	
13320	7509	5	
38020	6471	0	
13320	38020	5	
21750	6471	0	
13320	21750	5	
5265	6471	0	
13320	5265	5	
14547	6471	0	
13320	14547	5	
13015	6471	0	
13320	13015	5	
13320	6471	2	
31153	30533	1	
31153	5536	1	
31153	21881	1	
30533	5536	1	
30533	21881	1	
5536	21881	1	
31153	19285	0	
33287	31153	5	
30533	19285	0	
33287	30533	5	
5536	19285	0	
33287	5536	5	
21881	19285	0	
33287	21881	5	
33287	19285	2	
117	6457	1	
117	15788	1	
117	39131	1	
117	29561	1	
6457	15788	1	
6457	39131	1	
6457	29561	1	
15788	39131	1	
15788	29561	1	
39131	29561	1	
117	33124	0	
1951	117	5	
6457	33124	0	
1951	6457	5	
15788	33124	0	
1951	15788	5	
39131	33124	0	
1951	39131	5	
29561	33124	0	
1951	29561	5	
1951	33124	2	
24823	30905	1	
24823	38789	1	
24823	23088	1	
24823	25077	1	
24823	29013	1	
24823	19359	1	
24823	13640	1	
24823	9063	1	
24823	14524	1	
30905	38789	1	
30905	23088	1	
30905	25077	1	
30905	29013	1	
30905	19359	1	
30905	13640	1	
30905	9063	1	
30905	14524	1	
38789	23088	1	
38789	25077	1	
38789	29013	1	
38789	19359	1	
38789	13640	1	
38789	9063	1	
38789	14524	1	
23088	25077	1	
23088	29013	1	
23088	19359	1	
23088	13640	1	
23088	9063	1	
23088	14524	1	
25077	29013	1	
25077	19359	1	
25077	13640	1	
25077	9063	1	
25077	14524	1	
29013	19359	1	
29013	13640	1	
29013	9063	1	
29013	14524	1	
19359	13640	1	
19359	9063	1	
19359	14524	1	
13640	9063	1	
13640	14524	1	
9063	14524	1	
24823	37172	0	
30404	24823	5	
30905	37172	0	
30404	30905	5	
38789	37172	0	
30404	38789	5	
23088	37172	0	
30404	23088	5	
25077	37172	0	
30404	25077	5	
29013	37172	0	
30404	29013	5	
19359	37172	0	
30404	19359	5	
13640	37172	0	
30404	13640	5	
9063	37172	0	
30404	9063	5	
14524	37172	0	
30404	14524	5	
30404	37172	2	
17310	9633	1	
17310	38482	1	
17310	21830	1	
17310	16441	1	
17310	20741	1	
9633	38482	1	
9633	21830	1	
9633	16441	1	
9633	20741	1	
38482	21830	1	
38482	16441	1	
38482	20741	1	
21830	16441	1	
21830	20741	1	
16441	20741	1	
17310	37172	0	
38641	17310	5	
9633	37172	0	
38641	9633	5	
38482	37172	0	
38641	38482	5	
21830	37172	0	
38641	21830	5	
16441	37172	0	
38641	16441	5	
20741	37172	0	
38641	20741	5	
38641	37172	2	
23776	18630	1	
23776	27712	1	
23776	39031	1	
23776	30920	1	
23776	38298	1	
18630	27712	1	
18630	39031	1	
18630	30920	1	
18630	38298	1	
27712	39031	1	
27712	30920	1	
27712	38298	1	
39031	30920	1	
39031	38298	1	
30920	38298	1	
23776	19277	0	
33083	23776	5	
18630	19277	0	
33083	18630	5	
27712	19277	0	
33083	27712	5	
39031	19277	0	
33083	39031	5	
30920	19277	0	
33083	30920	5	
38298	19277	0	
33083	38298	5	
33083	19277	2	
21757	37540	1	
21757	10866	1	
21757	7588	1	
37540	10866	1	
37540	7588	1	
10866	7588	1	
21757	5644	0	
14745	21757	5	
37540	5644	0	
14745	37540	5	
10866	5644	0	
14745	10866	5	
7588	5644	0	
14745	7588	5	
14745	5644	2	
1968	25004	1	
1968	36161	1	
1968	32814	1	
1968	13403	1	
1968	16614	1	
1968	8113	1	
25004	36161	1	
25004	32814	1	
25004	13403	1	
25004	16614	1	
25004	8113	1	
36161	32814	1	
36161	13403	1	
36161	16614	1	
36161	8113	1	
32814	13403	1	
32814	16614	1	
32814	8113	1	
13403	16614	1	
13403	8113	1	
16614	8113	1	
1968	1694	0	
38275	1968	5	
25004	1694	0	
38275	25004	5	
36161	1694	0	
38275	36161	5	
32814	1694	0	
38275	32814	5	
13403	1694	0	
38275	13403	5	
16614	1694	0	
38275	16614	5	
8113	1694	0	
38275	8113	5	
38275	1694	2	
35253	21027	1	
35253	9828	1	
35253	38239	1	
21027	9828	1	
21027	38239	1	
9828	38239	1	
35253	15764	0	
10469	35253	5	
21027	15764	0	
10469	21027	5	
9828	15764	0	
10469	9828	5	
38239	15764	0	
10469	38239	5	
10469	15764	2	
38704	9076	1	
38704	216	1	
38704	35865	1	
38704	34764	1	
38704	22876	1	
9076	216	1	
9076	35865	1	
9076	34764	1	
9076	22876	1	
216	35865	1	
216	34764	1	
216	22876	1	
35865	34764	1	
35865	22876	1	
34764	22876	1	
38704	17601	0	
36439	38704	5	
9076	17601	0	
36439	9076	5	
216	17601	0	
36439	216	5	
35865	17601	0	
36439	35865	5	
34764	17601	0	
36439	34764	5	
22876	17601	0	
36439	22876	5	
36439	17601	2	
1423	21095	1	
1423	2775	1	
1423	7565	1	
21095	2775	1	
21095	7565	1	
2775	7565	1	
1423	36624	0	
24116	1423	5	
21095	36624	0	
24116	21095	5	
2775	36624	0	
24116	2775	5	
7565	36624	0	
24116	7565	5	
24116	36624	2	
12713	5530	1	
12713	29324	1	
12713	35289	1	
12713	2819	1	
5530	29324	1	
5530	35289	1	
5530	2819	1	
29324	35289	1	
29324	2819	1	
35289	2819	1	
12713	7021	0	
10783	12713	5	
5530	7021	0	
10783	5530	5	
29324	7021	0	
10783	29324	5	
35289	7021	0	
10783	35289	5	
2819	7021	0	
10783	2819	5	
10783	7021	2	
36799	38839	1	
36799	35633	1	
36799	15625	1	
36799	32061	1	
36799	14792	1	
38839	35633	1	
38839	15625	1	
38839	32061	1	
38839	14792	1	
35633	15625	1	
35633	32061	1	
35633	14792	1	
15625	32061	1	
15625	14792	1	
32061	14792	1	
36799	30740	0	
22454	36799	5	
38839	30740	0	
22454	38839	5	
35633	30740	0	
22454	35633	5	
15625	30740	0	
22454	15625	5	
32061	30740	0	
22454	32061	5	
14792	30740	0	
22454	14792	5	
22454	30740	2	
24449	29159	1	
24449	23508	1	
24449	29902	1	
24449	28355	1	
24449	34491	1	
24449	30608	1	
29159	23508	1	
29159	29902	1	
29159	28355	1	
29159	34491	1	
29159	30608	1	
23508	29902	1	
23508	28355	1	
23508	34491	1	
23508	30608	1	
29902	28355	1	
29902	34491	1	
29902	30608	1	
28355	34491	1	
28355	30608	1	
34491	30608	1	
24449	22785	0	
34861	24449	5	
29159	22785	0	
34861	29159	5	
23508	22785	0	
34861	23508	5	
29902	22785	0	
34861	29902	5	
28355	22785	0	
34861	28355	5	
34491	22785	0	
34861	34491	5	
30608	22785	0	
34861	30608	5	
34861	22785	2	
3571	31242	1	
3571	29153	1	
3571	34099	1	
31242	29153	1	
31242	34099	1	
29153	34099	1	
3571	23633	0	
16700	3571	5	
31242	23633	0	
16700	31242	5	
29153	23633	0	
16700	29153	5	
34099	23633	0	
16700	34099	5	
16700	23633	2	
1810	22356	1	
1810	33618	1	
1810	30441	1	
1810	4382	1	
1810	11063	1	
1810	21497	1	
1810	30505	1	
1810	36399	1	
1810	8150	1	
22356	33618	1	
22356	30441	1	
22356	4382	1	
22356	11063	1	
22356	21497	1	
22356	30505	1	
22356	36399	1	
22356	8150	1	
33618	30441	1	
33618	4382	1	
33618	11063	1	
33618	21497	1	
33618	30505	1	
33618	36399	1	
33618	8150	1	
30441	4382	1	
30441	11063	1	
30441	21497	1	
30441	30505	1	
30441	36399	1	
30441	8150	1	
4382	11063	1	
4382	21497	1	
4382	30505	1	
4382	36399	1	
4382	8150	1	
11063	21497	1	
11063	30505	1	
11063	36399	1	
11063	8150	1	
21497	30505	1	
21497	36399	1	
21497	8150	1	
30505	36399	1	
30505	8150	1	
36399	8150	1	
1810	5644	0	
28240	1810	5	
22356	5644	0	
28240	22356	5	
33618	5644	0	
28240	33618	5	
30441	5644	0	
28240	30441	5	
4382	5644	0	
28240	4382	5	
11063	5644	0	
28240	11063	5	
21497	5644	0	
28240	21497	5	
30505	5644	0	
28240	30505	5	
36399	5644	0	
28240	36399	5	
8150	5644	0	
28240	8150	5	
28240	5644	2	
39094	10382	1	
39094	13438	0	
23337	39094	5	
10382	13438	0	
23337	10382	5	
23337	13438	2	
23714	12755	1	
23714	13391	1	
23714	39126	1	
23714	11044	1	
12755	13391	1	
12755	39126	1	
12755	11044	1	
13391	39126	1	
13391	11044	1	
39126	11044	1	
23714	5644	0	
20188	23714	5	
12755	5644	0	
20188	12755	5	
13391	5644	0	
20188	13391	5	
39126	5644	0	
20188	39126	5	
11044	5644	0	
20188	11044	5	
20188	5644	2	
25355	30424	1	
25355	29685	1	
25355	34617	1	
25355	27716	1	
30424	29685	1	
30424	34617	1	
30424	27716	1	
29685	34617	1	
29685	27716	1	
34617	27716	1	
25355	258	0	
38345	25355	5	
30424	258	0	
38345	30424	5	
29685	258	0	
38345	29685	5	
34617	258	0	
38345	34617	5	
27716	258	0	
38345	27716	5	
38345	258	2	
17967	11900	1	
17967	29776	1	
17967	5413	1	
11900	29776	1	
11900	5413	1	
29776	5413	1	
17967	23633	0	
17759	17967	5	
11900	23633	0	
17759	11900	5	
29776	23633	0	
17759	29776	5	
5413	23633	0	
17759	5413	5	
17759	23633	2	
23776	5845	1	
23776	11523	1	
23776	38632	1	
5845	11523	1	
5845	38632	1	
11523	38632	1	
23776	19277	0	
36884	23776	5	
5845	19277	0	
36884	5845	5	
11523	19277	0	
36884	11523	5	
38632	19277	0	
36884	38632	5	
36884	19277	2	
19690	11669	1	
19690	36357	1	
19690	21178	1	
19690	14546	1	
19690	12451	1	
11669	36357	1	
11669	21178	1	
11669	14546	1	
11669	12451	1	
36357	21178	1	
36357	14546	1	
36357	12451	1	
21178	14546	1	
21178	12451	1	
14546	12451	1	
19690	7021	0	
36804	19690	5	
11669	7021	0	
36804	11669	5	
36357	7021	0	
36804	36357	5	
21178	7021	0	
36804	21178	5	
14546	7021	0	
36804	14546	5	
12451	7021	0	
36804	12451	5	
36804	7021	2	
31357	13287	1	
31357	26395	1	
31357	14283	1	
13287	26395	1	
13287	14283	1	
26395	14283	1	
31357	5644	0	
24296	31357	5	
13287	5644	0	
24296	13287	5	
26395	5644	0	
24296	26395	5	
14283	5644	0	
24296	14283	5	
24296	5644	2	
38440	29679	1	
38440	12533	1	
38440	13307	1	
29679	12533	1	
29679	13307	1	
12533	13307	1	
38440	5644	0	
32157	38440	5	
29679	5644	0	
32157	29679	5	
12533	5644	0	
32157	12533	5	
13307	5644	0	
32157	13307	5	
32157	5644	2	
23863	17296	1	
23863	16931	1	
23863	25197	1	
17296	16931	1	
17296	25197	1	
16931	25197	1	
23863	5644	0	
8559	23863	5	
17296	5644	0	
8559	17296	5	
16931	5644	0	
8559	16931	5	
25197	5644	0	
8559	25197	5	
8559	5644	2	
10452	15447	1	
10452	5260	1	
10452	30905	1	
10452	33756	1	
10452	29822	1	
15447	5260	1	
15447	30905	1	
15447	33756	1	
15447	29822	1	
5260	30905	1	
5260	33756	1	
5260	29822	1	
30905	33756	1	
30905	29822	1	
33756	29822	1	
10452	14878	0	
12907	10452	5	
15447	14878	0	
12907	15447	5	
5260	14878	0	
12907	5260	5	
30905	14878	0	
12907	30905	5	
33756	14878	0	
12907	33756	5	
29822	14878	0	
12907	29822	5	
12907	14878	2	
30028	18515	1	
30028	4989	1	
18515	4989	1	
30028	5644	0	
19965	30028	5	
18515	5644	0	
19965	18515	5	
4989	5644	0	
19965	4989	5	
19965	5644	2	
35460	35608	1	
35460	7076	1	
35460	25966	1	
35460	14796	1	
35460	7351	1	
35608	7076	1	
35608	25966	1	
35608	14796	1	
35608	7351	1	
7076	25966	1	
7076	14796	1	
7076	7351	1	
25966	14796	1	
25966	7351	1	
14796	7351	1	
35460	13438	0	
25141	35460	5	
35608	13438	0	
25141	35608	5	
7076	13438	0	
25141	7076	5	
25966	13438	0	
25141	25966	5	
14796	13438	0	
25141	14796	5	
7351	13438	0	
25141	7351	5	
25141	13438	2	
1880	6545	1	
1880	22360	1	
1880	37250	1	
1880	18342	1	
1880	26344	1	
6545	22360	1	
6545	37250	1	
6545	18342	1	
6545	26344	1	
22360	37250	1	
22360	18342	1	
22360	26344	1	
37250	18342	1	
37250	26344	1	
18342	26344	1	
1880	19277	0	
9117	1880	5	
6545	19277	0	
9117	6545	5	
22360	19277	0	
9117	22360	5	
37250	19277	0	
9117	37250	5	
18342	19277	0	
9117	18342	5	
26344	19277	0	
9117	26344	5	
9117	19277	2	
37221	5384	1	
37221	26762	1	
37221	11907	1	
37221	34652	1	
5384	26762	1	
5384	11907	1	
5384	34652	1	
26762	11907	1	
26762	34652	1	
11907	34652	1	
37221	5644	0	
13581	37221	5	
5384	5644	0	
13581	5384	5	
26762	5644	0	
13581	26762	5	
11907	5644	0	
13581	11907	5	
34652	5644	0	
13581	34652	5	
13581	5644	2	
10133	17101	1	
10133	35547	1	
10133	27145	1	
10133	7562	1	
17101	35547	1	
17101	27145	1	
17101	7562	1	
35547	27145	1	
35547	7562	1	
27145	7562	1	
10133	7021	0	
14154	10133	5	
17101	7021	0	
14154	17101	5	
35547	7021	0	
14154	35547	5	
27145	7021	0	
14154	27145	5	
7562	7021	0	
14154	7562	5	
14154	7021	2	
22472	2745	1	
22472	19861	1	
22472	39269	1	
2745	19861	1	
2745	39269	1	
19861	39269	1	
22472	12969	0	
22599	22472	5	
2745	12969	0	
22599	2745	5	
19861	12969	0	
22599	19861	5	
39269	12969	0	
22599	39269	5	
22599	12969	2	
39211	11991	1	
39211	18957	1	
39211	31373	1	
11991	18957	1	
11991	31373	1	
18957	31373	1	
39211	12969	0	
37870	39211	5	
11991	12969	0	
37870	11991	5	
18957	12969	0	
37870	18957	5	
31373	12969	0	
37870	31373	5	
37870	12969	2	
26548	39015	1	
26548	10952	1	
26548	30450	1	
26548	38105	1	
39015	10952	1	
39015	30450	1	
39015	38105	1	
10952	30450	1	
10952	38105	1	
30450	38105	1	
26548	5644	0	
25776	26548	5	
39015	5644	0	
25776	39015	5	
10952	5644	0	
25776	10952	5	
30450	5644	0	
25776	30450	5	
38105	5644	0	
25776	38105	5	
25776	5644	2	
17363	37581	1	
17363	36670	1	
17363	29154	1	
37581	36670	1	
37581	29154	1	
36670	29154	1	
17363	5644	0	
35497	17363	5	
37581	5644	0	
35497	37581	5	
36670	5644	0	
35497	36670	5	
29154	5644	0	
35497	29154	5	
35497	5644	2	
25331	6104	1	
25331	7499	1	
25331	30739	1	
25331	22838	1	
6104	7499	1	
6104	30739	1	
6104	22838	1	
7499	30739	1	
7499	22838	1	
30739	22838	1	
25331	30740	0	
13655	25331	5	
6104	30740	0	
13655	6104	5	
7499	30740	0	
13655	7499	5	
30739	30740	0	
13655	30739	5	
22838	30740	0	
13655	22838	5	
13655	30740	2	
5796	37673	1	
5796	644	1	
5796	3153	1	
37673	644	1	
37673	3153	1	
644	3153	1	
5796	5644	0	
16199	5796	5	
37673	5644	0	
16199	37673	5	
644	5644	0	
16199	644	5	
3153	5644	0	
16199	3153	5	
16199	5644	2	
6845	27094	1	
6845	20518	1	
6845	1083	1	
6845	28498	1	
6845	10096	1	
6845	3125	1	
27094	20518	1	
27094	1083	1	
27094	28498	1	
27094	10096	1	
27094	3125	1	
20518	1083	1	
20518	28498	1	
20518	10096	1	
20518	3125	1	
1083	28498	1	
1083	10096	1	
1083	3125	1	
28498	10096	1	
28498	3125	1	
10096	3125	1	
